"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_MM_DD_YYYY","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Dealer_Positions_Long_All","Dealer_Positions_Short_All","Dealer_Positions_Spread_All","Asset_Mgr_Positions_Long_All","Asset_Mgr_Positions_Short_All","Asset_Mgr_Positions_Spread_All","Lev_Money_Positions_Long_All","Lev_Money_Positions_Short_All","Lev_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Change_in_Open_Interest_All","Change_in_Dealer_Long_All","Change_in_Dealer_Short_All","Change_in_Dealer_Spread_All","Change_in_Asset_Mgr_Long_All","Change_in_Asset_Mgr_Short_All","Change_in_Asset_Mgr_Spread_All","Change_in_Lev_Money_Long_All","Change_in_Lev_Money_Short_All","Change_in_Lev_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Dealer_Long_All","Pct_of_OI_Dealer_Short_All","Pct_of_OI_Dealer_Spread_All","Pct_of_OI_Asset_Mgr_Long_All","Pct_of_OI_Asset_Mgr_Short_All","Pct_of_OI_Asset_Mgr_Spread_All","Pct_of_OI_Lev_Money_Long_All","Pct_of_OI_Lev_Money_Short_All","Pct_of_OI_Lev_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Traders_Tot_All","Traders_Dealer_Long_All","Traders_Dealer_Short_All","Traders_Dealer_Spread_All","Traders_Asset_Mgr_Long_All","Traders_Asset_Mgr_Short_All","Traders_Asset_Mgr_Spread_All","Traders_Lev_Money_Long_All","Traders_Lev_Money_Short_All","Traders_Lev_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE" ,100928 ,2010-09-28,045601 ,CBT ,00 ,045 , 1319132,  141608,  242109,  283081,   34636,       0,  202987,  115028,   34909,  493169,    2037,    2288,    7601, 1280147, 1266143,   38986,   52989,   42528,   14695,   19732,    4639,   -4289,       0,    4910,    3967,    -292,   15298,      65,     399,    1422,   40707,   46107,    1821,   -3580,  100.0,   10.7,   18.4,   21.5,    2.6,    0.0,   15.4,    8.7,    2.6,   37.4,    0.2,    0.2,    0.6,   97.0,   96.0,    3.0,    4.0,    120,     28,     24,     44,      6,      0,      5,     37,     20,     45,      .,      .,      .,    111,    106,    44.9,    38.2,    61.0,    59.9,    11.7,    11.8,    15.4,    15.7,"(CONTRACTS OF $5,000,000)" ,"045601" ,"CBT" ,"045" ,"F33" ,"Combined"
"30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE" ,100921 ,2010-09-21,045601 ,CBT ,00 ,045 , 1276605,  126913,  222377,  278442,   38924,       0,  198077,  111062,   35201,  477871,    1972,    1889,    6179, 1239440, 1220036,   37165,   56569,   15161,   -4616,    2815,    7136,     318,       0,     306,   12278,   -1634,    8969,   -5350,   -2951,   -3386,   15655,   11255,    -493,    3907,  100.0,    9.9,   17.4,   21.8,    3.0,    0.0,   15.5,    8.7,    2.8,   37.4,    0.2,    0.1,    0.5,   97.1,   95.6,    2.9,    4.4,    117,     28,     22,     44,      6,      0,      5,     35,     20,     44,      .,      .,      .,    108,    105,    45.0,    38.9,    61.2,    59.7,    12.2,    11.9,    15.5,    15.5,"(CONTRACTS OF $5,000,000)" ,"045601" ,"CBT" ,"045" ,"F33" ,"Combined"
"30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE" ,100914 ,2010-09-14,045601 ,CBT ,00 ,045 , 1261443,  131528,  219562,  271305,   38607,       0,  197772,   98784,   36835,  468902,    7322,    4840,    9565, 1223785, 1208781,   37658,   52662,   17312,   11504,    2619,    5701,   -1798,       0,     845,    -439,    -697,    3538,    -606,     308,     402,   19148,   12716,   -1836,    4596,  100.0,   10.4,   17.4,   21.5,    3.1,    0.0,   15.7,    7.8,    2.9,   37.2,    0.6,    0.4,    0.8,   97.0,   95.8,    3.0,    4.2,    119,     30,     21,     45,      5,      0,      4,     30,     20,     41,      6,      5,      7,    111,    105,    44.7,    39.3,    61.2,    59.5,    11.5,    12.1,    14.8,    15.9,"(CONTRACTS OF $5,000,000)" ,"045601" ,"CBT" ,"045" ,"F33" ,"Combined"
"30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE" ,100907 ,2010-09-07,045601 ,CBT ,00 ,045 , 1244131,  120025,  216944,  265604,   40405,       0,  196926,   99223,   37532,  465364,    7928,    4532,    9163, 1204637, 1196065,   39494,   48067,  -63768,  -16699,  -21656,  -29883,   -2180,    -379,    -654,  -10931,   -1245,   -3301,    -130,    -372,     735,  -63044,  -56756,    -723,   -7012,  100.0,    9.6,   17.4,   21.3,    3.2,    0.0,   15.8,    8.0,    3.0,   37.4,    0.6,    0.4,    0.7,   96.8,   96.1,    3.2,    3.9,    119,     23,     26,     44,      5,      0,      .,     34,     17,     41,      7,      5,      7,    111,    103,    45.4,    39.8,    61.6,    60.0,    11.8,    12.4,    14.9,    16.3,"(CONTRACTS OF $5,000,000)" ,"045601" ,"CBT" ,"045" ,"F33" ,"Combined"
"30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE" ,100831 ,2010-08-31,045601 ,CBT ,00 ,045 , 1307899,  136724,  238600,  295487,   42584,     379,  197580,  110154,   38777,  468666,    8058,    4904,    8428, 1267681, 1252821,   40218,   55078,   13166,    4594,    1472,    7282,     110,      17,    2502,   11720,   11808,   -8467,     804,     202,    1080,   19626,   15897,   -6460,   -2731,  100.0,   10.5,   18.2,   22.6,    3.3,    0.0,   15.1,    8.4,    3.0,   35.8,    0.6,    0.4,    0.6,   96.9,   95.8,    3.1,    4.2,    119,     24,     25,     42,      4,      .,      .,     32,     19,     41,      8,      4,      7,    111,    101,    43.5,    38.0,    59.8,    58.1,    12.3,    11.3,    15.6,    15.6,"(CONTRACTS OF $5,000,000)" ,"045601" ,"CBT" ,"045" ,"F33" ,"Combined"
"30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE" ,100824 ,2010-08-24,045601 ,CBT ,00 ,045 , 1294733,  132130,  237128,  288205,   42474,     361,  195079,   98435,   26969,  477132,    7253,    4702,    7348, 1248056, 1236924,   46677,   57810,   20929,    -230,  -12400,    5297,   -1337,      41,    1615,   -3054,    7061,   18997,   -2112,    -165,    3961,   23136,   24406,   -2207,   -3477,  100.0,   10.2,   18.3,   22.3,    3.3,    0.0,   15.1,    7.6,    2.1,   36.9,    0.6,    0.4,    0.6,   96.4,   95.5,    3.6,    4.5,    113,     23,     25,     41,      .,      .,      .,     31,     17,     38,      5,      5,      6,    105,     96,    43.8,    38.0,    59.9,    59.0,    12.1,    12.3,    15.4,    15.9,"(CONTRACTS OF $5,000,000)" ,"045601" ,"CBT" ,"045" ,"F33" ,"Combined"
"30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE" ,100817 ,2010-08-17,045601 ,CBT ,00 ,045 , 1273804,  132360,  249528,  282908,   43811,     321,  193464,  101489,   19908,  458135,    9365,    4867,    3386, 1224919, 1212517,   48885,   61287,    4808,   -2626,    -976,    5969,   -3610,      49,    1874,    -493,    1360,   -1876,    4454,    -166,     602,    4294,    6837,     513,   -2029,  100.0,   10.4,   19.6,   22.2,    3.4,    0.0,   15.2,    8.0,    1.6,   36.0,    0.7,    0.4,    0.3,   96.2,   95.2,    3.8,    4.8,    116,     22,     29,     43,      .,      .,      .,     31,     17,     41,      6,      .,      5,    108,    100,    43.1,    37.8,    59.4,    58.0,    12.6,    12.4,    16.0,    16.2,"(CONTRACTS OF $5,000,000)" ,"045601" ,"CBT" ,"045" ,"F33" ,"Combined"
"30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE" ,100810 ,2010-08-10,045601 ,CBT ,00 ,045 , 1268997,  134986,  250504,  276939,   47421,     272,  191589,  101982,   18547,  460012,    4912,    5033,    2784, 1220625, 1205680,   48371,   63316,   32588,    7485,  -12263,   20330,   -6023,   -2703,    8144,  -15325,     453,   20178,   -3216,    -490,    -761,   30812,   32888,    1776,    -299,  100.0,   10.6,   19.7,   21.8,    3.7,    0.0,   15.1,    8.0,    1.5,   36.3,    0.4,    0.4,    0.2,   96.2,   95.0,    3.8,    5.0,    114,     22,     30,     43,      .,      .,      .,     31,     18,     42,      .,      .,      4,    105,    100,    43.1,    37.6,    59.3,    57.2,    12.5,    12.3,    16.1,    16.1,"(CONTRACTS OF $5,000,000)" ,"045601" ,"CBT" ,"045" ,"F33" ,"Combined"
"30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE" ,100803 ,2010-08-03,045601 ,CBT ,00 ,045 , 1236408,  127500,  262767,  256609,   53444,    2974,  183445,  117308,   18094,  439834,    8127,    5523,    3546, 1189813, 1172793,   46595,   63616,  -22358,    -795,  -18857,  -21601,   -3856,     967,   11429,  -12785,   -1476,   12025,   -2372,    2435,      52,  -17904,  -15025,   -4455,   -7333,  100.0,   10.3,   21.3,   20.8,    4.3,    0.2,   14.8,    9.5,    1.5,   35.6,    0.7,    0.4,    0.3,   96.2,   94.9,    3.8,    5.1,    119,     23,     29,     42,      4,      .,      .,     31,     20,     45,      .,      4,      .,    106,    105,    43.2,    37.5,    59.8,    56.6,    13.8,    13.2,    17.3,    17.0,"(CONTRACTS OF $5,000,000)" ,"045601" ,"CBT" ,"045" ,"F33" ,"Combined"
"30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE" ,100727 ,2010-07-27,045601 ,CBT ,00 ,045 , 1258766,  128296,  281624,  278210,   57301,    2007,  172016,  130093,   19571,  427809,   10499,    3089,    3493, 1207717, 1187818,   51050,   70948,   26981,   -1938,    9491,      71,    7036,   -1061,    9444,   -1470,   -2673,    7116,      66,    -260,    1713,   22038,   23841,    4943,    3140,  100.0,   10.2,   22.4,   22.1,    4.6,    0.2,   13.7,   10.3,    1.6,   34.0,    0.8,    0.2,    0.3,   95.9,   94.4,    4.1,    5.6,    119,     22,     31,     42,      4,      .,      .,     33,     17,     44,      5,      .,      4,    107,    104,    42.0,    35.5,    58.2,    54.3,    13.8,    12.7,    17.5,    17.0,"(CONTRACTS OF $5,000,000)" ,"045601" ,"CBT" ,"045" ,"F33" ,"Combined"
"30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE" ,100720 ,2010-07-20,045601 ,CBT ,00 ,045 , 1231786,  130234,  272133,  278139,   50264,    3068,  162572,  131563,   22244,  420693,   10434,    3349,    1780, 1185679, 1163977,   46107,   67809,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,  100.0,   10.6,   22.1,   22.6,    4.1,    0.2,   13.2,   10.7,    1.8,   34.2,    0.8,    0.3,    0.1,   96.3,   94.5,    3.7,    5.5,    121,     22,     34,     42,      .,      .,      .,     32,     19,     43,      4,      .,      4,    106,    106,    42.0,    35.1,    58.3,    52.9,    13.8,    11.7,    18.2,    16.2,"(CONTRACTS OF $5,000,000)" ,"045601" ,"CBT" ,"045" ,"F33" ,"Combined"
"3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE" ,101228 ,2010-12-28,132741 ,CME ,00 ,132 ,11400478, 1832877, 2736435, 2364140, 1388188,  428908,  201153,  506537,  287875, 3555652,  117173,  283304,  637137,10602858,10494606,  797620,  905872,   -7169,   -9304,   16404,  -14520,   13789,  -11622,   -1802,  -37071,   59386,   48923,   49945,  -28316,  -53222,   -3263,   15230,   -3906,  -22399,  100.0,   16.1,   24.0,   20.7,   12.2,    3.8,    1.8,    4.4,    2.5,   31.2,    1.0,    2.5,    5.6,   93.0,   92.1,    7.0,    7.9,    252,     38,     49,     86,      8,     14,     17,     69,     42,     94,     13,     11,     16,    232,    233,    28.1,    22.5,    41.3,    35.6,    21.6,    15.0,    25.9,    22.6,"(CONTRACTS OF $1,000,000)" ,"132741" ,"CME" ,"132" ,"F33" ,"Combined"
"3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE" ,101221 ,2010-12-21,132741 ,CME ,00 ,132 ,11407647, 1842182, 2720032, 2378660, 1374399,  440530,  202956,  543608,  228489, 3506729,   67228,  311620,  690360,10606121,10479375,  801526,  928271,  334752,  -99888, -114795,   99895,   47619,    9721,   29907,   11242,  -13839,  137402,   -6039,    3975,  115844,  335982,  268110,   -1230,   66642,  100.0,   16.1,   23.8,   20.9,   12.0,    3.9,    1.8,    4.8,    2.0,   30.7,    0.6,    2.7,    6.1,   93.0,   91.9,    7.0,    8.1,    248,     35,     51,     84,      7,     14,     16,     69,     37,     93,     15,     13,     18,    228,    231,    28.2,    22.4,    41.2,    35.7,    21.5,    15.1,    25.9,    22.6,"(CONTRACTS OF $1,000,000)" ,"132741" ,"CME" ,"132" ,"F33" ,"Combined"
"3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE" ,101214 ,2010-12-14,132741 ,CME ,00 ,132 ,11072895, 1942070, 2834826, 2278765, 1326780,  430809,  173048,  532366,  242328, 3369327,   73267,  307645,  574516,10270139,10211265,  802755,  861629,-2473025,  -17682, -179769, -653823,    -484,   22362,   -4437, -331742,  -56221,-1193144,   11272, -139546, -181452,-2371491,-2386030, -101533,  -86995,  100.0,   17.5,   25.6,   20.6,   12.0,    3.9,    1.6,    4.8,    2.2,   30.4,    0.7,    2.8,    5.2,   92.8,   92.2,    7.2,    7.8,    244,     35,     50,     83,      7,     14,     15,     70,     34,     93,     13,     14,     20,    225,    230,    27.9,    23.3,    39.6,    37.2,    22.1,    16.2,    26.7,    24.3,"(CONTRACTS OF $1,000,000)" ,"132741" ,"CME" ,"132" ,"F33" ,"Combined"
"3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE" ,101207 ,2010-12-07,132741 ,CME ,00 ,132 ,13545920, 1959751, 3014595, 2932588, 1327265,  408448,  177485,  864108,  298549, 4562471,   61994,  447191,  755968,12641631,12597295,  904289,  948624,   27798,  -84822,  180389,  -30630,   30992,  -68906,   28671,  244905,  -61167,   21752, -153722,    7120,  -28895,   28250,   48333,    -452,  -20535,  100.0,   14.5,   22.3,   21.6,    9.8,    3.0,    1.3,    6.4,    2.2,   33.7,    0.5,    3.3,    5.6,   93.3,   93.0,    6.7,    7.0,    278,     42,     51,     91,     12,     12,     19,     74,     51,    112,     11,     19,     22,    258,    264,    25.1,    22.4,    35.9,    35.3,    18.5,    14.0,    22.3,    20.7,"(CONTRACTS OF $1,000,000)" ,"132741" ,"CME" ,"132" ,"F33" ,"Combined"
"3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE" ,101130 ,2010-11-30,132741 ,CME ,00 ,132 ,13518122, 2044574, 2834206, 2963218, 1296273,  477354,  148814,  619203,  359717, 4540719,  215716,  440072,  784863,12613380,12548962,  904741,  969159,   57415,  184685,    1920,  -67759,   29126,  -79807,  -28060, -194681,   62187,  131615,   28672,   18917,   28055,  111653,   67067,  -54238,   -9652,  100.0,   15.1,   21.0,   21.9,    9.6,    3.5,    1.1,    4.6,    2.7,   33.6,    1.6,    3.3,    5.8,   93.3,   92.8,    6.7,    7.2,    290,     47,     49,     91,     11,     13,     20,     78,     51,    113,     14,     22,     25,    265,    274,    24.3,    21.7,    35.7,    34.6,    17.2,    13.6,    20.9,    20.3,"(CONTRACTS OF $1,000,000)" ,"132741" ,"CME" ,"132" ,"F33" ,"Combined"
"3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE" ,101123 ,2010-11-23,132741 ,CME ,00 ,132 ,13460707, 1859889, 2832286, 3030977, 1267147,  557161,  176875,  813885,  297530, 4409103,  187044,  421155,  756808,12501727,12481895,  958980,  978812,  330889, -106083,  180193,   66878,   61682,  -47397,   -9760,  101560,   11295,   86923,    3974,  -64105,   81259,  286432,  305286,   44457,   25604,  100.0,   13.8,   21.0,   22.5,    9.4,    4.1,    1.3,    6.0,    2.2,   32.8,    1.4,    3.1,    5.6,   92.9,   92.7,    7.1,    7.3,    281,     40,     57,     94,     10,     13,     19,     78,     47,    106,     12,     17,     22,    259,    263,    23.7,    21.8,    34.7,    35.2,    16.7,    14.4,    20.4,    21.4,"(CONTRACTS OF $1,000,000)" ,"132741" ,"CME" ,"132" ,"F33" ,"Combined"
"3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE" ,101116 ,2010-11-16,132741 ,CME ,00 ,132 ,13129817, 1965971, 2652093, 2964099, 1205465,  604558,  186635,  712325,  286235, 4322181,  183070,  485259,  675549,12215295,12176610,  914522,  953208, -612284,   84414, -171962, -106027,   30016,   15421,   22644, -325814,  -26408, -196186,    7264,   12331,  -66113, -549802, -516300,  -62481,  -95984,  100.0,   15.0,   20.2,   22.6,    9.2,    4.6,    1.4,    5.4,    2.2,   32.9,    1.4,    3.7,    5.1,   93.0,   92.7,    7.0,    7.3,    283,     45,     52,     95,      9,     13,     18,     75,     52,    107,     11,     17,     23,    260,    266,    23.9,    21.2,    34.3,    34.8,    16.9,    14.3,    20.5,    21.2,"(CONTRACTS OF $1,000,000)" ,"132741" ,"CME" ,"132" ,"F33" ,"Combined"
"3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE" ,101109 ,2010-11-09,132741 ,CME ,00 ,132 ,13742101, 1881558, 2824055, 3070126, 1175449,  589137,  163991, 1038139,  312643, 4518366,  175807,  472928,  741662,12765097,12692909,  977004, 1049192, -151548,  274462, -208805,  130407,   64063,   41687,   51827, -442288,   15426,   24819,  -18187,  -46812, -212359, -127255, -203810,  -24293,   52262,  100.0,   13.7,   20.6,   22.3,    8.6,    4.3,    1.2,    7.6,    2.3,   32.9,    1.3,    3.4,    5.4,   92.9,   92.4,    7.1,    7.6,    288,     45,     56,     99,      9,     12,     17,     73,     58,    105,     11,     18,     23,    264,    268,    22.4,    21.2,    33.2,    34.6,    15.6,    14.3,    19.6,    20.4,"(CONTRACTS OF $1,000,000)" ,"132741" ,"CME" ,"132" ,"F33" ,"Combined"
"3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE" ,101102 ,2010-11-02,132741 ,CME ,00 ,132 ,13893649, 1607095, 3032861, 2939719, 1111386,  547450,  112164, 1480427,  297218, 4493548,  193994,  519740,  954021,12892352,12896719, 1001297,  996930,  601244,  -55932,  107851,  102785,   94268,   11326,   -5179,  143505,    4587,  216581,   -1229,   44698,  132587,  627385,  615236,  -26141,  -13992,  100.0,   11.6,   21.8,   21.2,    8.0,    3.9,    0.8,   10.7,    2.1,   32.3,    1.4,    3.7,    6.9,   92.8,   92.8,    7.2,    7.2,    286,     36,     59,     93,     11,     11,     18,     78,     53,    105,      9,     21,     24,    264,    262,    21.9,    23.1,    35.2,    36.3,    17.4,    15.0,    21.3,    21.4,"(CONTRACTS OF $1,000,000)" ,"132741" ,"CME" ,"132" ,"F33" ,"Combined"
"3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE" ,101026 ,2010-10-26,132741 ,CME ,00 ,132 ,13292405, 1663027, 2925010, 2836934, 1017118,  536124,  117343, 1336921,  292631, 4276967,  195223,  475042,  821433,12264967,12281484, 1027438, 1010922,  212580,  -23406,   29645,   85161,  122359,   47762, -115611,  -39588,    3625,   55596,    2801,    3841,   85383,  172694,  195401,   39886,   17178,  100.0,   12.5,   22.0,   21.3,    7.7,    4.0,    0.9,   10.1,    2.2,   32.2,    1.5,    3.6,    6.2,   92.3,   92.4,    7.7,    7.6,    278,     37,     57,     91,      9,     11,     18,     75,     49,    105,      9,     20,     25,    259,    258,    21.6,    22.1,    33.9,    35.4,    17.1,    14.9,    21.0,    21.0,"(CONTRACTS OF $1,000,000)" ,"132741" ,"CME" ,"132" ,"F33" ,"Combined"
"3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE" ,101019 ,2010-10-19,132741 ,CME ,00 ,132 ,13079825, 1686433, 2895365, 2751773,  894759,  488362,  232954, 1376510,  289005, 4221371,  192422,  471201,  736051,12092273,12086082,  987553,  993743,  110022,  135236, -189230,  139260,   38924,  207886,  -13395,  -48946,  -23983, -115189,    6968,  100342,   -9446,  133412,   96244,  -23390,   13778,  100.0,   12.9,   22.1,   21.0,    6.8,    3.7,    1.8,   10.5,    2.2,   32.3,    1.5,    3.6,    5.6,   92.4,   92.4,    7.6,    7.6,    286,     36,     58,     91,      9,     14,     18,     76,     55,    108,     10,     20,     24,    265,    262,    20.6,    21.7,    32.5,    34.7,    16.3,    14.6,    20.4,    20.6,"(CONTRACTS OF $1,000,000)" ,"132741" ,"CME" ,"132" ,"F33" ,"Combined"
"3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE" ,101012 ,2010-10-12,132741 ,CME ,00 ,132 ,12969803, 1551197, 3084596, 2612513,  855835,  280477,  246349, 1425456,  312989, 4336560,  185454,  370858,  745497,11958861,11989838, 1010942,  979965,  156885,    6497, -103006,   61758,   13631,   44364,   28565,  -36000,   10588,  117335,   -4792,   62047,  -47704,  139289,  173947,   17596,  -17061,  100.0,   12.0,   23.8,   20.1,    6.6,    2.2,    1.9,   11.0,    2.4,   33.4,    1.4,    2.9,    5.7,   92.2,   92.4,    7.8,    7.6,    280,     29,     64,     89,     11,     13,     19,     79,     52,    106,      8,     18,     21,    260,    255,    20.8,    21.7,    33.6,    34.6,    16.9,    14.2,    21.3,    19.6,"(CONTRACTS OF $1,000,000)" ,"132741" ,"CME" ,"132" ,"F33" ,"Combined"
"3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE" ,101005 ,2010-10-05,132741 ,CME ,00 ,132 ,12812918, 1544700, 3187601, 2550755,  842204,  236113,  217784, 1461456,  302400, 4219225,  190246,  308811,  793201,11819571,11815891,  993347,  997026,  204257,  -48159,   45815,   26635,   22365,   40386, -523386,   75931,  -23988,  122872,   -9035,    2284,  483887,  151111,  174505,   53146,   29752,  100.0,   12.1,   24.9,   19.9,    6.6,    1.8,    1.7,   11.4,    2.4,   32.9,    1.5,    2.4,    6.2,   92.2,   92.2,    7.8,    7.8,    276,     29,     62,     88,      9,     14,     19,     81,     50,    105,     10,     16,     21,    257,    252,    20.9,    22.3,    34.6,    35.2,    17.6,    15.0,    21.9,    20.1,"(CONTRACTS OF $1,000,000)" ,"132741" ,"CME" ,"132" ,"F33" ,"Combined"
"3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE" ,100928 ,2010-09-28,132741 ,CME ,00 ,132 ,12608661, 1592858, 3141787, 2524120,  819839,  195727,  741170, 1385525,  326388, 4096353,  199281,  306527,  309314,11668460,11641386,  940201,  967275,  528745,   -6683,  164147,  112141,   54098,  -61849,   61357,   54919,    7330,  206537,    4437,    4477,   21430,  508236,  515570,   20509,   13175,  100.0,   12.6,   24.9,   20.0,    6.5,    1.6,    5.9,   11.0,    2.6,   32.5,    1.6,    2.4,    2.5,   92.5,   92.3,    7.5,    7.7,    274,     30,     60,     85,      9,     15,     21,     72,     55,    102,      8,     16,     20,    254,    248,    21.9,    23.1,    35.4,    35.8,    17.4,    15.2,    22.2,    20.0,"(CONTRACTS OF $1,000,000)" ,"132741" ,"CME" ,"132" ,"F33" ,"Combined"
"3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE" ,100921 ,2010-09-21,132741 ,CME ,00 ,132 ,12079916, 1599542, 2977639, 2411979,  765741,  257576,  679813, 1330605,  319058, 3889816,  194844,  302050,  287884,11160224,11125816,  919692,  954099,  653759,  -88931,   18438,   86670,   15939,  121267,  103641,  172249,   -5789,  369501,    7161,  -16487,  -13228,  653002,  664012,     757,  -10254,  100.0,   13.2,   24.6,   20.0,    6.3,    2.1,    5.6,   11.0,    2.6,   32.2,    1.6,    2.5,    2.4,   92.4,   92.1,    7.6,    7.9,    268,     27,     64,     87,      7,     16,     21,     68,     55,     99,      7,     14,     16,    249,    242,    22.0,    23.2,    35.4,    36.1,    18.0,    15.2,    22.8,    19.9,"(CONTRACTS OF $1,000,000)" ,"132741" ,"CME" ,"132" ,"F33" ,"Combined"
"3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE" ,100914 ,2010-09-14,132741 ,CME ,00 ,132 ,11426157, 1688472, 2959201, 2325309,  749802,  136310,  576173, 1158356,  324848, 3520316,  187683,  318537,  301111,10507222,10461804,  918935,  964353,-2996854, -108595, -310804, -723987, -195808, -114288, -279293, -121527,  -12982,-1436101,  -18481,  -19646,  -85977,-2969769,-2983077,  -27085,  -13777,  100.0,   14.8,   25.9,   20.4,    6.6,    1.2,    5.0,   10.1,    2.8,   30.8,    1.6,    2.8,    2.6,   92.0,   91.6,    8.0,    8.4,    266,     33,     57,     88,      8,     13,     20,     68,     51,    100,      8,     17,     20,    249,    245,    21.6,    23.7,    34.0,    36.5,    17.7,    16.5,    23.1,    21.3,"(CONTRACTS OF $1,000,000)" ,"132741" ,"CME" ,"132" ,"F33" ,"Combined"
"3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE" ,100907 ,2010-09-07,132741 ,CME ,00 ,132 ,14423011, 1797068, 3270005, 3049295,  945611,  250598,  855465, 1279883,  337830, 4956417,  206164,  338183,  387088,13476991,13444881,  946020,  978130,  178763,    6503,   -7589,  123956,  -91730,  -45689,   20766,   51132,    7698,   63905,    9738,   -4300,   -5483,  178787,  153265,     -24,   25498,  100.0,   12.5,   22.7,   21.1,    6.6,    1.7,    5.9,    8.9,    2.3,   34.4,    1.4,    2.3,    2.7,   93.4,   93.2,    6.6,    6.8,    291,     34,     65,     97,     10,     13,     21,     75,     56,    110,     12,     17,     25,    273,    271,    21.3,    23.8,    32.9,    36.5,    14.5,    14.1,    19.8,    18.1,"(CONTRACTS OF $1,000,000)" ,"132741" ,"CME" ,"132" ,"F33" ,"Combined"
